"('nomisma', 'BankProtcol/contracts/BankRedeem.sol', 'BankRedeem', 'settleEther')","['index(struct)', 'member', '(local_solc_variable(default)):=(reference(uint256))', 'index(struct)', 'member', 'type_conversion(address)', 'high_level_call', 'return']"
"('nomisma', 'BankProtcol/contracts/BankRedeem.sol', 'BankRedeem', 'settleErc20')","['index(struct)', 'member', '(local_solc_variable(default)):=(reference(uint256))', 'high_level_call', 'index(struct)', 'member', 'type_conversion(address)', 'type_conversion(address)', 'solidity_call(abi.encodeWithSignature())', 'low_level_call', 'solidity_call(require(bool,string))', 'index(struct)', 'member', 'type_conversion(address)', 'high_level_call', 'return']"
"('nomisma', 'BankProtcol/contracts/BankBorrow.sol', 'BankBorrow', 'collectPaybackAmount')","['type_conversion(address)', 'binary(==)', 'condition(temporary_variable)', 'binary(==)', 'solidity_call(require(bool))', 'type_conversion(address)', 'high_level_call', 'solidity_call(require(bool))']"
"('nomisma', 'BankProtcol/contracts/BankInitialise.sol', 'BankInitialise', 'depositInitEquity')","['high_level_call', '(local_solc_variable(default)):=(temporary_variable)', 'index(uint256)', 'library_call', 'library_call', 'binary(<=)', 'solidity_call(require(bool))', 'type_conversion(address)', 'binary(==)', 'condition(temporary_variable)', 'binary(>=)', 'solidity_call(require(bool))', 'library_call', 'binary(==)', 'solidity_call(require(bool))', 'transfer(local_solc_variable(memory))', 'high_level_call', '(local_solc_variable(default)):=(temporary_variable)', 'library_call', 'library_call', 'binary(>=)', 'solidity_call(require(bool))', 'library_call', 'high_level_call', 'solidity_call(require(bool))', 'high_level_call', 'type_conversion(address)', 'solidity_call(abi.encodeWithSignature())', 'low_level_call', 'solidity_call(require(bool,string))', 'index(uint256)', 'index(uint256)', 'library_call', '(reference(uint256)):=(temporary_variable)', 'high_level_call', 'high_level_call', 'solidity_call(require(bool))']"
"('nomisma', 'BankProtcol/contracts/BankInvest.sol', 'BankInvest', 'collectFunds')","['index(uint256)', 'binary(<)', 'solidity_call(require(bool))', 'binary(>)', 'solidity_call(require(bool))', 'binary(>)', 'solidity_call(require(bool))', 'index(uint256)', 'library_call', 'library_call', 'binary(<=)', 'solidity_call(require(bool))', 'type_conversion(address)', 'high_level_call', 'binary(==)', 'condition(temporary_variable)', 'library_call', 'binary(==)', 'solidity_call(require(bool))', 'transfer(local_solc_variable(memory))', 'library_call', 'high_level_call', 'solidity_call(require(bool))', 'high_level_call', 'type_conversion(address)', 'solidity_call(abi.encodeWithSignature())', 'low_level_call', 'solidity_call(require(bool,string))']"
"('paxos', 'contracts/PAXImplementation.sol', 'PAXImplementation', 'setSupplyController')","['binary(==)', 'binary(==)', 'binary(||)', 'solidity_call(require(bool,string))', 'type_conversion(address)', 'binary(!=)', 'solidity_call(require(bool,string))', 'event', '(state_solc_variable(address)):=(local_solc_variable(memory))']"
"('paxos', 'contracts/PAXImplementation.sol', 'PAXImplementation', 'increaseSupply')","['library_call', '(state_solc_variable(uint256)):=(temporary_variable)', 'index(uint256)', 'index(uint256)', 'library_call', '(reference(uint256)):=(temporary_variable)', 'event', 'type_conversion(address)', 'event', 'return', 'internal_call(Modifier)']"
"('paxos', 'contracts/PAXImplementation.sol', 'PAXImplementation', 'decreaseSupply')","['index(uint256)', 'binary(<=)', 'solidity_call(require(bool,string))', 'index(uint256)', 'index(uint256)', 'library_call', '(reference(uint256)):=(temporary_variable)', 'library_call', '(state_solc_variable(uint256)):=(temporary_variable)', 'event', 'type_conversion(address)', 'event', 'return', 'internal_call(Modifier)']"
"('paxos', 'contracts/PAXImplementation.sol', 'PAXImplementation', 'wipeFrozenAddress')","['index(bool)', 'solidity_call(require(bool,string))', 'index(uint256)', '(local_solc_variable(default)):=(reference(uint256))', 'index(uint256)', '(reference(uint256)):=(constant(uint256))', 'library_call', '(state_solc_variable(uint256)):=(temporary_variable)', 'event', 'event', 'type_conversion(address)', 'event', 'internal_call(Modifier)']"
"('paxos', 'contracts/PAXImplementation.sol', 'PAXImplementation', 'setLawEnforcementRole')","['binary(==)', 'binary(==)', 'binary(||)', 'solidity_call(require(bool,string))', 'event', '(state_solc_variable(address)):=(local_solc_variable(memory))']"
"('paxos', 'contracts/PAXImplementation.sol', 'PAXImplementation', 'transfer')","['type_conversion(address)', 'binary(!=)', 'solidity_call(require(bool,string))', 'index(bool)', 'unary(!)', 'index(bool)', 'unary(!)', 'binary(&&)', 'solidity_call(require(bool,string))', 'index(uint256)', 'binary(<=)', 'solidity_call(require(bool,string))', 'index(uint256)', 'index(uint256)', 'library_call', '(reference(uint256)):=(temporary_variable)', 'index(uint256)', 'index(uint256)', 'library_call', '(reference(uint256)):=(temporary_variable)', 'event', 'return', 'internal_call(Modifier)']"
"('ampleforth', 'market-oracle/contracts/MarketOracle.sol', 'MarketOracle', 'getPriceAnd24HourVolume')","['(local_solc_variable(default)):=(constant(uint256))', '(local_solc_variable(default)):=(constant(uint256))', '(local_solc_variable(default)):=(constant(uint256))', '(local_solc_variable(default)):=(constant(uint256))', '(local_solc_variable(default)):=(constant(bool))', '(local_solc_variable(default)):=(constant(uint256))', 'length', 'binary(<)', 'condition(temporary_variable)', 'index(contract)', 'high_level_call', 'unpack', 'unpack', 'unpack', 'unary(!)', 'condition(temporary_variable)', 'index(contract)', 'event', 'library_call', 'library_call', '(local_solc_variable(default)):=(temporary_variable)', 'library_call', '(local_solc_variable(default)):=(temporary_variable)', '(temporary_variable):=(local_solc_variable(default))', 'binary(+)', 'library_call', '(local_solc_variable(default)):=(temporary_variable)', 'return']"
"('ampleforth', 'market-oracle/contracts/MarketOracle.sol', 'MarketOracle', 'removeSourceAtIndex')","['index(contract)', 'event', 'length', 'binary(-)', 'binary(!=)', 'condition(temporary_variable)', 'index(contract)', 'length', 'binary(-)', 'index(contract)', '(reference(user_defined_type)):=(reference(user_defined_type))', 'length', '(temporary_variable):=(reference(uint256))', 'binary(-)']"
"('origin-protocol', 'origin-contracts/contracts/marketplace/v00/Marketplace.sol', 'V00_Marketplace', '_createListing')","['binary(!=)', 'solidity_call(require(bool,string))', 'new_structure', 'push(temporary_variable,state_solc_variable(user_defined_array))', 'length', 'binary(>)', 'condition(temporary_variable)', 'high_level_call', 'length', 'binary(-)', 'event']"
"('origin-protocol', 'origin-contracts/contracts/marketplace/v00/Marketplace.sol', 'V00_Marketplace', 'withdrawListing')","['index(struct)', '(local_solc_variable(storage)):=(reference(user_defined_type))', 'member', 'binary(==)', 'solidity_call(require(bool,string))', 'binary(!=)', 'solidity_call(require(bool,string))', 'member', 'high_level_call', 'event']"
"('origin-protocol', 'origin-contracts/contracts/marketplace/v00/Marketplace.sol', 'V00_Marketplace', 'dispute')","['index(struct)', '(local_solc_variable(storage)):=(reference(user_defined_type))', 'index(struct)', 'index(struct)', '(local_solc_variable(storage)):=(reference(user_defined_type))', 'member', 'binary(==)', 'member', 'binary(==)', 'binary(||)', 'solidity_call(require(bool,string))', 'member', 'binary(==)', 'solidity_call(require(bool,string))', 'member', 'binary(<=)', 'solidity_call(require(bool,string))', 'member', '(reference(uint8)):=(constant(uint256))', 'event']"
"('origin-protocol', 'origin-contracts/contracts/marketplace/v00/Marketplace.sol', 'V00_Marketplace', 'finalize')","['index(struct)', '(local_solc_variable(storage)):=(reference(user_defined_type))', 'index(struct)', 'index(struct)', '(local_solc_variable(storage)):=(reference(user_defined_type))', 'member', 'binary(<=)', 'condition(temporary_variable)', 'member', 'binary(==)', 'solidity_call(require(bool,string))', 'member', 'binary(==)', 'member', 'binary(==)', 'binary(||)', 'solidity_call(require(bool,string))', 'member', 'binary(==)', 'solidity_call(require(bool,string))', 'internal_call(tuple)', 'member', 'binary(==)', 'condition(temporary_variable)', 'internal_call(tuple)', 'event', 'index(struct)', 'index(struct)', 'delete(reference(user_defined_array),reference(user_defined_type))']"
"('origin-protocol', 'origin-contracts/contracts/marketplace/v00/Marketplace.sol', 'V00_Marketplace', 'makeOffer')","['type_conversion(address)', 'index(bool)', '(local_solc_variable(default)):=(reference(bool))', 'index(bool)', 'binary(||)', 'solidity_call(require(bool,string))', 'binary(==)', 'condition(temporary_variable)', 'binary(==)', 'solidity_call(require(bool,string))', 'index(struct)', 'new_structure', 'push(temporary_variable,reference(user_defined_array))', 'length', 'type_conversion(address)', 'binary(==)', 'condition(temporary_variable)', 'binary(==)', 'solidity_call(require(bool,string))', 'binary(==)', 'solidity_call(require(bool,string))', 'high_level_call', 'solidity_call(require(bool,string))', 'index(struct)', 'length', 'binary(-)', 'event']"
"('origin-protocol', 'origin-contracts/contracts/marketplace/v00/Marketplace.sol', 'V00_Marketplace', 'paySeller')","['index(struct)', '(local_solc_variable(storage)):=(reference(user_defined_type))', 'index(struct)', 'index(struct)', '(local_solc_variable(storage)):=(reference(user_defined_type))', 'member', 'member', 'binary(-)', '(local_solc_variable(default)):=(temporary_variable)', 'member', 'type_conversion(address)', 'binary(==)', 'condition(temporary_variable)', 'member', 'member', 'send(reference(uint256))', 'solidity_call(require(bool,string))', 'member', 'send(local_solc_variable(default))', 'solidity_call(require(bool,string))', 'member', 'member', 'member', 'high_level_call', 'solidity_call(require(bool,string))', 'member', 'member', 'high_level_call', 'solidity_call(require(bool,string))']"
"('celo', 'contracts/common/Proxy.sol', 'Proxy', '_setAndInitializeImplementation')","['internal_call(tuple)', 'low_level_call', 'unpack', 'unpack', 'solidity_call(require(bool,string))', 'internal_call(Modifier)']"
"('celo', 'contracts/common/MultiSig.sol', 'MultiSig', 'external_call')",['return']
"('celo', 'contracts/governance/Governance.sol', 'Governance', 'externalCall')","['return', 'internal_call(Modifier)']"
"('celo', 'contracts/governance/LinkedList.sol', 'LinkedList', 'insert')","['type_conversion(bytes32)', 'binary(!=)', 'solidity_call(require(bool,string))', 'internal_call(bool)', 'unary(!)', 'solidity_call(require(bool,string))', 'member', 'index(struct)', '(local_solc_variable(storage)):=(reference(user_defined_type))', 'member', '(reference(bool)):=(constant(bool))', 'member', 'binary(==)', 'condition(temporary_variable)', 'member', '(reference(bytes32)):=(local_solc_variable(memory))', 'member', '(reference(bytes32)):=(local_solc_variable(memory))', 'type_conversion(bytes32)', 'binary(!=)', 'type_conversion(bytes32)', 'binary(!=)', 'binary(||)', 'solidity_call(require(bool,string))', 'member', '(reference(bytes32)):=(local_solc_variable(memory))', 'member', '(reference(bytes32)):=(local_solc_variable(memory))', 'type_conversion(bytes32)', 'binary(!=)', 'condition(temporary_variable)', 'internal_call(bool)', 'solidity_call(require(bool,string))', 'member', 'index(struct)', '(local_solc_variable(storage)):=(reference(user_defined_type))', 'member', 'binary(==)', 'solidity_call(require(bool,string))', 'member', '(reference(bytes32)):=(local_solc_variable(memory))', 'member', '(reference(bytes32)):=(local_solc_variable(memory))', 'type_conversion(bytes32)', 'binary(!=)', 'condition(temporary_variable)', 'internal_call(bool)', 'solidity_call(require(bool,string))', 'member', 'index(struct)', '(local_solc_variable(storage)):=(reference(user_defined_type))', 'member', 'binary(==)', 'solidity_call(require(bool,string))', 'member', '(reference(bytes32)):=(local_solc_variable(memory))', 'member', '(reference(bytes32)):=(local_solc_variable(memory))', 'member', 'member', 'library_call', '(reference(uint256)):=(temporary_variable)']"
"('celo', 'contracts/governance/BondedDeposits.sol', 'BondedDeposits', 'updateBondedDeposit')","['member', 'member', 'index(struct)', '(local_solc_variable(storage)):=(reference(user_defined_type))', 'member', 'binary(!=)', 'solidity_call(require(bool))', 'member', 'binary(==)', 'condition(temporary_variable)', 'member', 'member', 'member', 'length', 'type_conversion(uint128)', '(reference(uint128)):=(temporary_variable)', 'member', 'type_conversion(uint128)', '(reference(uint128)):=(temporary_variable)', 'member', 'member', 'push(local_solc_variable(memory),reference(uint256[]))', 'length', 'internal_call(uint256)', '(local_solc_variable(default)):=(temporary_variable)', 'member', 'member', 'library_call', '(reference(uint256)):=(temporary_variable)', 'library_call', '(state_solc_variable(uint256)):=(temporary_variable)', 'binary(==)', 'condition(temporary_variable)', 'member', 'internal_call(uint256)', '(local_solc_variable(default)):=(temporary_variable)', 'member', 'member', 'library_call', '(reference(uint256)):=(temporary_variable)', 'library_call', '(state_solc_variable(uint256)):=(temporary_variable)', 'member', 'member', 'internal_call(tuple)', 'member', 'internal_call(uint256)', '(local_solc_variable(default)):=(temporary_variable)', 'internal_call(uint256)', '(local_solc_variable(default)):=(temporary_variable)', 'binary(>=)', 'condition(temporary_variable)', 'library_call', '(local_solc_variable(default)):=(temporary_variable)', 'member', 'member', 'library_call', '(reference(uint256)):=(temporary_variable)', 'library_call', '(state_solc_variable(uint256)):=(temporary_variable)', 'library_call', '(local_solc_variable(default)):=(temporary_variable)', 'member', 'member', 'library_call', '(reference(uint256)):=(temporary_variable)', 'library_call', '(state_solc_variable(uint256)):=(temporary_variable)', 'member', 'type_conversion(uint128)', '(reference(uint128)):=(temporary_variable)']"
"('celo', 'contracts/governance/BondedDeposits.sol', 'BondedDeposits', 'updateNotifiedDeposit')","['member', 'member', 'index(struct)', '(local_solc_variable(storage)):=(reference(user_defined_type))', 'member', 'binary(!=)', 'solidity_call(require(bool))', 'member', 'binary(==)', 'condition(temporary_variable)', 'member', 'member', 'member', 'length', 'type_conversion(uint128)', '(reference(uint128)):=(temporary_variable)', 'member', 'type_conversion(uint128)', '(reference(uint128)):=(temporary_variable)', 'member', 'member', 'push(local_solc_variable(memory),reference(uint256[]))', 'length', 'member', 'member', 'member', 'library_call', '(reference(uint256)):=(temporary_variable)', 'member', 'library_call', '(state_solc_variable(uint256)):=(temporary_variable)', 'binary(==)', 'condition(temporary_variable)', 'member', 'member', 'member', 'library_call', '(reference(uint256)):=(temporary_variable)', 'member', 'library_call', '(state_solc_variable(uint256)):=(temporary_variable)', 'member', 'member', 'internal_call(tuple)', 'member', 'binary(>=)', 'condition(temporary_variable)', 'member', 'library_call', '(local_solc_variable(default)):=(temporary_variable)', 'member', 'member', 'library_call', '(reference(uint256)):=(temporary_variable)', 'library_call', '(state_solc_variable(uint256)):=(temporary_variable)', 'member', 'type_conversion(uint256)', 'library_call', '(local_solc_variable(default)):=(temporary_variable)', 'member', 'member', 'library_call', '(reference(uint256)):=(temporary_variable)', 'library_call', '(state_solc_variable(uint256)):=(temporary_variable)', 'member', 'type_conversion(uint128)', '(reference(uint128)):=(temporary_variable)']"
"('celo', 'contracts/governance/BondedDeposits.sol', 'BondedDeposits', 'createAccount')","['internal_call(bool)', 'internal_call(bool)', 'binary(&&)', 'solidity_call(require(bool))', 'index(struct)', '(local_solc_variable(storage)):=(reference(user_defined_type))', 'member', '(reference(bool)):=(constant(bool))', 'member', 'type_conversion(uint96)', '(reference(uint96)):=(temporary_variable)', 'return']"
"('celo', 'contracts/stability/SortedOracles.sol', 'SortedOracles', 'removeExpiredReports')","['type_conversion(address)', 'binary(!=)', 'index(struct)', 'member', 'type_conversion(address)', 'binary(!=)', 'binary(&&)', 'index(struct)', 'member', 'binary(<)', 'binary(&&)', 'solidity_call(require(bool))', '(local_solc_variable(default)):=(constant(uint256))', 'binary(<)', 'condition(temporary_variable)', 'index(struct)', 'member', '(local_solc_variable(default)):=(reference(address))', 'index(struct)', 'member', 'index(struct)', 'member', '(local_solc_variable(default)):=(reference(uint128))', 'type_conversion(uint128)', 'library_call', 'type_conversion(uint128)', 'binary(>=)', 'condition(temporary_variable)', 'internal_call(tuple)', '(temporary_variable):=(local_solc_variable(default))', 'binary(+)']"
"('celo', 'contracts/stability/Exchange.sol', 'Exchange', 'getBuyTokenAmount')","['internal_call(tuple)', 'unpack', 'unpack', 'member', 'member', 'library_call', 'library_call', '(local_solc_variable(default)):=(temporary_variable)', 'library_call', '(local_solc_variable(default)):=(temporary_variable)', 'member', 'library_call', 'library_call', '(local_solc_variable(default)):=(temporary_variable)', 'library_call', 'return']"
"('celo', 'contracts/stability/SortedFractionMedianList.sol', 'SortedFractionMedianList', 'update')","['member', 'index(struct)', '(local_solc_variable(storage)):=(reference(user_defined_type))', 'type_conversion(address)', 'binary(!=)', 'binary(!=)', 'binary(&&)', 'binary(!=)', 'binary(&&)', 'internal_call(bool)', 'binary(&&)', 'solidity_call(require(bool,string))', 'internal_call(tuple)', 'internal_call(tuple)', 'unpack', 'unpack', 'internal_call(tuple)']"
"('celo', 'contracts/stability/Exchange.sol', 'Exchange', 'fallback')",[]
"('celo', 'contracts/stability/Reserve.sol', 'Reserve', 'burnToken')","['type_conversion(user_defined_type)', '(local_solc_variable(default)):=(temporary_variable)', 'type_conversion(address)', 'high_level_call', 'high_level_call', 'solidity_call(require(bool,string))', 'return', 'internal_call(Modifier)']"
"('celo', 'contracts/common/GasPriceMinimum.sol', 'GasPriceMinimum', 'initialize')","['internal_call(tuple)', 'internal_call(tuple)', '(state_solc_variable(uint256)):=(local_solc_variable(memory))', 'internal_call(tuple)', 'internal_call(tuple)', 'internal_call(tuple)', 'internal_call(Modifier)']"
"('celo', 'contracts/governance/BondedDeposits.sol', 'BondedDeposits', 'initialize')","['internal_call(tuple)', 'internal_call(tuple)', '(state_solc_variable(uint256)):=(local_solc_variable(memory))', 'internal_call(Modifier)']"
"('celo', 'contracts/governance/Governance.sol', 'Governance', 'initialize')","['type_conversion(address)', 'binary(!=)', 'binary(!=)', 'binary(&&)', 'binary(!=)', 'binary(&&)', 'binary(!=)', 'binary(&&)', 'binary(!=)', 'binary(&&)', 'binary(!=)', 'binary(&&)', 'binary(!=)', 'binary(&&)', 'binary(!=)', 'binary(&&)', 'solidity_call(require(bool))', 'internal_call(tuple)', 'internal_call(tuple)', '(state_solc_variable(address)):=(local_solc_variable(memory))', '(state_solc_variable(uint256)):=(local_solc_variable(memory))', '(state_solc_variable(uint256)):=(local_solc_variable(memory))', '(state_solc_variable(uint256)):=(local_solc_variable(memory))', '(state_solc_variable(uint256)):=(local_solc_variable(memory))', 'member', '(reference(uint256)):=(local_solc_variable(memory))', 'member', '(reference(uint256)):=(local_solc_variable(memory))', 'member', '(reference(uint256)):=(local_solc_variable(memory))', '(state_solc_variable(uint256)):=(solidity_variablenow)', 'internal_call(Modifier)']"
"('celo', 'contracts/identity/Attestations.sol', 'Attestations', 'initialize')","['internal_call(tuple)', 'internal_call(tuple)', 'internal_call(tuple)', 'length', 'binary(>)', 'length', 'length', 'binary(==)', 'binary(&&)', 'solidity_call(require(bool,string))', '(local_solc_variable(default)):=(constant(uint256))', 'length', 'binary(<)', 'condition(temporary_variable)', 'index(address)', 'index(uint256)', 'internal_call(tuple)', 'library_call', '(local_solc_variable(default)):=(temporary_variable)', 'internal_call(Modifier)']"
"('celo', 'contracts/identity/Escrow.sol', 'Escrow', 'initialize')","['internal_call(tuple)', 'internal_call(tuple)', 'internal_call(Modifier)']"
"('celo', 'contracts/stability/Reserve.sol', 'Reserve', 'initialize')","['internal_call(tuple)', 'internal_call(tuple)', '(state_solc_variable(uint256)):=(local_solc_variable(memory))', 'internal_call(Modifier)']"
"('celo', 'contracts/stability/StableToken.sol', 'StableToken', 'initialize')","['binary(!=)', 'binary(!=)', 'binary(&&)', 'solidity_call(require(bool,string))', 'internal_call(tuple)', '(state_solc_variable(uint256)):=(constant(uint256))', '(state_solc_variable(string)):=(local_solc_variable(calldata))', '(state_solc_variable(string)):=(local_solc_variable(calldata))', '(state_solc_variable(uint8)):=(local_solc_variable(memory))', 'member', 'new_structure', '(reference(user_defined_type)):=(temporary_variable)', 'member', 'new_structure', '(reference(user_defined_type)):=(temporary_variable)', 'member', '(reference(uint256)):=(local_solc_variable(memory))', 'member', '(reference(uint256)):=(solidity_variablenow)', 'internal_call(tuple)', 'internal_call(Modifier)']"
"('celo', 'contracts/stability/Exchange.sol', 'Exchange', 'initialize')","['internal_call(tuple)', 'internal_call(tuple)', '(state_solc_variable(address)):=(local_solc_variable(memory))', 'new_structure', '(state_solc_variable(user_defined_type)):=(temporary_variable)', 'new_structure', '(state_solc_variable(user_defined_type)):=(temporary_variable)', '(state_solc_variable(uint256)):=(local_solc_variable(memory))', '(state_solc_variable(uint256)):=(local_solc_variable(memory))', 'internal_call(tuple)', 'internal_call(Modifier)']"
"('celo', 'contracts/stability/SortedOracles.sol', 'SortedOracles', 'report')","['index(struct)', 'internal_call(struct)', '(local_solc_variable(memory)):=(temporary_variable)', 'index(struct)', 'library_call', 'index(struct)', 'type_conversion(uint128)', 'internal_call(address)', 'type_conversion(address)', 'library_call', 'event', 'internal_call(tuple)', 'internal_call(Modifier)']"
"('celo', 'contracts/common/FractionUtil.sol', 'FractionUtil', 'isLessThanOrEqualTo')","['member', 'member', 'library_call', 'member', 'member', 'library_call', 'binary(<=)', 'return']"
"('celo', 'contracts/stability/Exchange.sol', 'Exchange', 'exchange')","['internal_call(uint256)', '(local_solc_variable(default)):=(temporary_variable)', 'binary(>=)', 'solidity_call(require(bool,string))', 'high_level_call', 'type_conversion(user_defined_type)', '(local_solc_variable(default)):=(temporary_variable)', 'condition(local_solc_variable(memory))', 'library_call', '(state_solc_variable(uint256)):=(temporary_variable)', 'library_call', '(state_solc_variable(uint256)):=(temporary_variable)', 'internal_call(contract)', 'type_conversion(address)', 'high_level_call', 'solidity_call(require(bool,string))', 'type_conversion(user_defined_type)', 'high_level_call', 'solidity_call(require(bool,string))', 'library_call', '(state_solc_variable(uint256)):=(temporary_variable)', 'library_call', '(state_solc_variable(uint256)):=(temporary_variable)', 'type_conversion(user_defined_type)', 'type_conversion(address)', 'high_level_call', 'solidity_call(require(bool,string))', 'type_conversion(user_defined_type)', 'high_level_call', 'high_level_call', 'solidity_call(require(bool,string))', 'event', 'return', 'internal_call(Modifier)']"
